HR,LR_input,accelerated_chamfer,batch_size,checkpointname,clean,dataset_path,date,dest_folder,dim_out_patch,dim_template,dir_name,display,env,faust,id,inputA,inputB,logname,loss_train_total,loss_val_Deformation_ChamferL2,lr_decay_1,lr_decay_2,lrate,model,nepoch,num_angles,number_points,patch_deformation,point_translation,port,project_on_target,randomize,reg_num_steps,reload,scale,start_epoch,start_from,timing,uniformize,workers
1.0,1.0,1.0,8.0,log/02021-02-04T17:46:27.836817/optimizer_last.pth,1.0,./export/,2021-02-04 17:46:27.836807,./html/,3.0,3.0,log/02021-02-04T17:46:27.836817,1.0,CODED,INTER,0,data/example_0.ply,data/example_1.ply,log/02021-02-04T17:46:27.836817/log.txt,0.012417128492146727,0.019453753856942056,80.0,90.0,0.001,,4.0,100.0,2500.0,1.0,0.0,8889.0,0.0,0.0,3000.0,0.0,1.0,3.0,TEMPLATE,167.12486338615417,1.0,10.0
